사람인-커리어,,,,,,,,,
작성일,조회수,커뮤니티명,질문 제목,질문 내용,답변 1,답변 2,답변 3,답변 4,답변 5
2022.10.17 작성,110,사람인-자소서,블라인드 자기소개서 질문,자기소개서를 작성하는데 군대관련 경험을 작성하려고 합니다. 군 간부로 복무하며 ~ 라는 식으로 작성을 하려하는데 위배사항에 걸릴까요..?,"혹시 공고안에 성별을 유추할 수 있는 사항 금기라는 말이 명시되어 있었을까요? 기업에 따라 다르지만, 성별을 알수 있는 내용이 불가인 경우도 있습니다. https://blog.naver.com/onoff2010/222085060614 참고되실만한 링크 추가할께요 공기업 블라인드의 경우는 성별 이슈로 군대 이야기가 금지 되는 곳이 많습니다. [기준] 성별을 직접적으로 유추할 수 있는 내용을 기재하는 경우 (예시) 군복무를 현역(운전병, 전경, 의경 등)으로 입대하여 ~ - 군대 의무복무(병사, 전경, 의경)는 남성만 가능 (예시) ○○여대를 졸업하고 ~ (예시) 오빠(형, 누나, 언니)로서 제가~ 위 내용들 참고하셔서 자소서 작성하시길 추천 드립니다 좋은 결과로 이어지길 바래요!",,,,
2022.10.13 작성,129,사람인-자소서,자기소개서 작성 시 협동경험,안녕하세요. 간단하게 적어보자면 인서울 중하위권 대학 4년제/ 행정학과/ 막학기 24살이고 대외활동 1개/ 컴활 1급/ 한국사 1급/ 전산회계1급/ 운전면허 2종 보통 갖고 있습니다. 짧지만 해외단기연수(2주) 다녀왔고 조교 경험1회 있습니다. 자소서를 쓰다보니 다른 사람과 협동한 경험에 대해서 자주 서술하는데 제가 학교 활동에 참여를 안했기도 했고 과 특성상 팀프로젝트가 없는 편이라 협동 경험이 없는 것 같아 고민입니다. 지금이라도 약간 학술적인 공모전이나 대외활동에 참여해서 협동 경험을 만드는게 좋을까요 아니면 제가 갖고 있는 경험을 조금 각색해서 스토리를 만들어 놓는 것이 나을까요ㅠㅠ? 이것 때문에 서류에서 탈락할것 같아 고민입니다.ㅠㅠ,"4학년 막학기라면 새로운 도전 한번 해보시는것도 좋을 것 같아요 졸업하고 나면 대외활동 참여 기회가 적어질수도 있고 아직 학생이라는 신분 자체가 특권일수 있어요 아직 나이도 어리시니, 새로운 경험과 도전해보시는것도 추천합니다!","관리자급 분들의 말씀을 들어보면 신입 레벨에게 기대하는 협동이라는 것이 꼭 협업해서 프로젝트를 성공시키거나 협업관리 경험을 물어보지는 않는다 합니다. 신입에게 요구되는 것은 협업에 임하는 자세이기 협동, 협업이라 어렵게 생각하지 마시고 조직화된 곳에서 어떤 자세로 참여했고 느낀점이나 발전된점이 무엇인지 어필하시면 좋을것같습니다!",,,
2022.10.13 작성,148,사람인-자소서,잔인한 10월!!.....,첫번째....나의 취직 두번째...우리 둘째 대입실기!!... 세번째...큰아들 군입대 정말로 가슴 한쪽이 무거운 10월달이다.... 그렇다고 어느 하나 가볍게 지나칠수 있는게 없다. 누구나 다 겪는 일인데 정말 나한테 닥치니까 힘이드네요 아이들 앞에서 엄마가 쳐져 있는 모습을 보일수도 없고~~우리 큰아들 방황을 좀 해서 많이 힘들게 했거든요 막상 군대 간다고 하니까 아들 생각만하면 벌써부터 눈물콧물 그래서 신랑한테 놀림 많이 받아요 벌써부터 그런다고 .....부디 다치지 말고 사고 나지 말고 잘 지내다 왔으면 좋겠어요~~~~........,이또한 지나가리라~~~ 홧팅입니다,,,,
2022.10.12 작성,186,사람인-자소서,자유양식 자소서에 성격 장단점 써야할까요?,지원동기 포부도 아니고 굳이 장단점으로 단점을 만들어내서 써야하나 싶은데요 자유양식 자소서 쓰신분들 성장과정 장단점 전부 다른경험으로 채워서 길게 쓰셧는지 궁금합니다,"당근빠따쥬. 전 무조건 썼습니다 장점은 업무와 연관된 장점으로 단점은, 치명적이지 않으면서 개선 가능한걸로 작성하심 좋아요 개인적으로 장/단점이 쓸게 많아서 가장 좋았습니다 이걸 잘써야 면접에도 질문 많이 들어와요~! 나! 에 관한 이야기니까 내가 뭘 좋아하고 잘하는지 그리고 뭐가 약한지 종이에 대략 키워드로 크게크게 적어보고 확장하시면 좋을것 같습니다",,,,
2022.10.08 작성,111,사람인-자소서,"열정적인 도전 경험, 실패 극복 경험",경력직 자소서 작성 중 저 항목만 나오면 너무나 막막해집니다... 살면서 열정적으로 도전해본 경험도 없는거 같고 실패를 극복하기보단 회피한 기억만 있습니다ㅠㅠ 엄청난 열정이 아니더라도 작은 도전 경험을 써보려 하는데 인생을 쉽게 살라고만 했나 떠오르는게 없습니다 다른분들은 어떤식으로 작성하시는지 조언 부탁드립니다,"누군가를 도운경험이나 봉사한 경험, 알바한 경험 등등도 좋은 소재가 될수있어요 하루 이틀안에 단기간에 할수있는 경험들을 우선 생각해보시고 도전해 보시는것도 좋을것 같습니다. 아니면 직무부트캠프 같은 커리어 경험도 더하시면 좋을것 같아욥!",진실되게 쓰는것을 추천드려요 회피도 극복이 될 수도 있을것같은데 말 잘 풀어쓰면 되지않을까요,제발 거짓말로 쓰세요 왜 꼭 진실만 쓰려고 합니까?? 검찰청 조사실에서 진술조서 씁니까?,,
2022.10.08 작성,158,사람인-자소서,혹시 서류 광탈 말인데요,이력서 열람 후 2~3일이 지났는데 연락 없어서 사실상 서류탈락이구나 이 느낌이 왔거든요 그래서 그런데 차라리 자소서를 보충해서 ㅈㅋㄹㅇ쪽에 이력서를 다시 넣어봐도 괜찮을까요? 아님 그냥 이번에 그 회사는 바이바이하는 게 맞을까요?,채용과정이 막 번개처럼 되는게 아니라 기다림과의 싸움이기도 합니닷 실무 하는 사람들도 다 K직장인들이라..쫌만 봐주세여ㅎㅎ2-3일은 너무 빨라욥,2-3일은 너무 짧아욥! 좀더 기다려 보시거나 다른곳 더 많이 지원해보시는걸 추천합니당,보통 공고를 등록한 후 지원자들이 많이 모이면 서류 검토하느라 적어도 일주일 정도는 걸리기는해용 이력서를 보충해서 다시 지원해봐도 연락이 오지는 않을겁니다 이 사람 또 넣었네 ? 하고 거를 확률이 더 높아용 ㅎㅎ 저희 회사에서도 지금 어떤 사람이 3번이나 지원했지만은 연락 안합니당 ㅎㅎ .. 얼른 빨리 다른회사에 넣어보시기를 추천드립니다 .. 이 회사에 너무너무 근무를 하고 싶다면 강력어필 하십시오 ... 과연 열람을 할지 안할지는 모르겠지만으뇽 ㅠㅠㅠ 화이팅입니동 ㅠㅠㅠ!!,빠른 응답을 어필하는 기업이 아니라면 열람 후 2~3일은 탈락으로 판단하기에는 이르다 생각합니다. 일반 기업들의 경우 대략 1주일정도는 잡는것이 맞다 생각합니다. 또한 자소서를 보충한다 하더라도 기반이 되는 경험 사항등은 동일할테고 동일 공고에 대한 지원이라면 인사담당자가 기억하고 있을 확률이 대단히 높을것입니다. 그래서 그 시간을 타 기업 지원에 쓰시는게 어떨까요,
2022.10.07 작성,93,사람인-자소서,빠른 98 년생 25살 퇴사 후 취준,"고졸채용으로 중소기업 6년 5개월 (경리부+영업부) 근무하고 퇴사했습니다. 야간 2년제 4.16 학점으로 졸업, 자차있음. (영어점수가 없어요) 연차,공휴일휴무 아무것도 없고 , 토요일 격주 근무(수당X) 회사에서 숨막힐거같아 나왔고 연구, 설계쪽으로 관심이 많고 아니면 다시 회계나 인사 쪽으로 가고싶은생각도 있어요 쉬는동안 캐드자격증 취득했구요 하던 길이 아니다보니 어려움도 많네요 ㅠㅠ 너무 늦은건 아닌지 이런저런 걱정에 털어놔봅니당ㅠㅠㅠ",와 6년 5개월 정말 쉴틈없이 달려오셨네요.!! 퇴사 축하해요 :) 저는 전문대 2년 건축 졸업하자마자 바로 22에 사회생활 시작하고 현재 28이에요. 제 전공이 진로에 맞지 않아서 다른 일을 알아보고 자소서 쓰는 와중에 25의 조마조마 하는 나를 보는거 같아서 댓글 달아요 :) 28살 이 되어보니 이것저것 많이 해봤다고 생각했는데 많이 안 했더라구요. 돌아갈수 있다면 지금보다 더 알차게 다양하게 할거 같아요. 그러니까 작성자님 늦지 않았어요!! 이렇게 28살에 진로 바꾸는 저도 있는걸요.. ㅎㅎ 전혀 늦지 않았으니까 우리 늦었다고 생각하지 말아요. 왜냐면 어제의 나도 오늘의 나도 전부다 나 이잖아요! 그리구 사실 28살 되니까.... 더 늦은거 같고 다 늦은거 같다는 생각이 들어요. 조마조마하고 집에 눈치보이고 필요할때 돈 드리지 못하는것도 눈치 보이고... 그러더라구요 이 생각을 내년에도 하겠죠?? 늦은거 같다고 생각하기엔 우리 하루하루가 너무 아까워요!! 그러니까 작성자님 늦었다고 생각하지 말아요!! 꼭!! 진짜!! 안늦었어요!! 더 열심히 이것저것 해요!! 돌아간다면 혼자 여행도 가고 다양한 알바도 해보고 그럴텐데 돌아가지 못하니 앞으로 하루 하루 열심히 이것저것 해보려구요 이 모든게 모이면 과거와 다른 또 다른 내가 될테니까요! 음..근데 설계에 있던 사람입장으로선 인사 / 회계 쪽이 취업의 길이 좋을거 같다는 생각도 들어요. 연차 공휴일 휴무 이런 기본적인건 챙겨야 하잖아요 우리ㅎㅎ (물론 다 챙겨주는 회사도 있지만 아닌 회사도 있어서...) 긴 시간 달려오느라 고생 많았어요! 퇴사 진심으로 축하해요 :) 쉬면서 자신을 돌봐주다보면 또 달려갈 힘이 생길거에요 그럼 그때 또 달려요! 그리고 앞으로 나아갈 작성자님의 하루도 응원할께요!,"전혀 늦지 않았습니다. 여태 힘들게 달려오셨으니, 조금 쉬시는것도 좋습니다. 다만 이직이 아니라 퇴사 하신게 조금 아쉽네요. 너무 풀어지지 마시고 젊은 나이가 퇴색되기 전에 다음을 준비하셔야됩니다.",25살이시면 아직 한창 젊은데 나이에 비해 사회경험은 풍부하고 야간대는 직장 다니시면서 하신거죠? 열심히 사셨네요~ 쉬면서 자격증 취득까지 하시고 대단하십니다. 경력을 100% 살리지 못하더라도 하고싶은 분야가 있다면 도전해보시는걸 권하고 싶어요. 아직 뭐든 도전할 수 있는 나이입니다.,,
2022.10.06 작성,175,사람인-자소서,이력서 미열람,알바몬에서 계약직 사무직 이메일지원했는데 4일째 이력서 미열람에 공고 올린지 하루만에 공고마감.. 지원자가 생각보다 많아서 그런가보다 생각했는데 아직도 미열람인거 보니 이상하네요ㅠㅠ 다른 사업장의 직원구인을 대신 해주는 파견업체 같은데 그 담당자가 다른 지역 여러개의 공고를 담당하는 것 같더라구요 5-6개 정도..? 그래서 확인이 늦는걸까요ㅠ 열심히 썼는데 열람조차 안하니까 너무 속상하네요..,음 그냥 이런회사 내가 패쓰한다~ 생각하시고 슥 잊어버리시면 장땡입니다. 구직자에 대한 배려가 없는 기업은 패쓰하셔욥~! 내가 더 좋은곳 가고 만다! 하고 다른곳 더 많이 지원하시길 추천해요,,,,
2022.10.05 작성,142,사람인-자소서,이력서 열람에 대해서 고민히 많습니다,"괜찮아보이는 회사는 여기저기 넣어보고 있는데 열람은 해도 연락이 오지 않으니까 괜히 초조해지고 마음이 싱숭생숭합니다... 보통 다들 열람 후 연락 오는걸 최대 며칠까지 기다리는지, 여러군데 넣어도 연락이 오는 곳이 없으면 포트폴리오/이력서를 바로 고치는지 아니면 더 많은 곳에 넣어보는지가 궁금합니다 떨어져도 바로 연락이 와야 마음이 편한데 결과를 알려주는 곳이 극소수라 그런지 잡 생각이 더 많아지는 것 같네요ㅠㅠㅠ","일주일정도 기다리는 편입니다. 친구들은 이주나 한달정도 기다라고 연락받았다던 경우도 있다 하던데, 전 일주일넘어서 연락없는데 집착하면 의욕이 죽더라두요",진짜 보통 2주내로 안오는거면 머리속에 그 회사는 지우는게 현명한 것 같아요!,마냥 기다리는 것보단 2주정도 연락 없으면 경험치 쌓았다 생가하고 슥~! 패스해 버시리면 됩니다. 그리고 더 좋은 회사 가면됨! 흥칫뿡 하는 마인드로 슥~~ 넘어가는걸 추천해요 그리고 이력서 최대한 많이 지원해 두셔서 합격 확률을 높이시길 바라겠습니다,저는 열람하고 최대 5일까지는 기다렸던 것 같아요. 근데 연락 없으면 보통 아 관심없나보다 하고 다른 곳에 지원했었습니다! 연락 안오면 그냥 서류에서 떨어졌다고 생각하는 편이에요.,
2022.10.04 작성,247,사람인-자소서,작성방법에 대해 여쭤봅니다,회사 양식을 사용해야하고 (상?중?하) 또는 (재학?졸업?중퇴) 이런부분이 있을 경우 선택해야하는 부분 제외하고 다른 부분은 삭제해야할까요 ?,설명이 이해가 잘 안가긴 하느데 결론부터 말하자면 봤을때 깨끗하고 직관적인 느낌이 있어야 합니다. 지우는게 깨끗해 보인다면 그 방법도 추천해요,그냥 굵게 하시고 글씨 크기 하나 더 키우세요.,,,
2022.10.04 작성,219,사람인-자소서,나이는 못 속여,신랑 눈치 보기 싫어서 큰 맘 먹고 용기내서 이번주 열심히 일자리 알아 보려고 하는데..너무 아파요.. 정말 아파요...그렇다고 식구들이 알아주는것도 아니고 아침에...저녁 설거지 하는데 와~~~~눈물 나다네...,경제권=발언권..! 이라는 말이 있쬬 지금은 힘드시더라도 사회생활 하시면서 얻는 에너지가 또 있으니까 곧 좋은날이 올겁니다! 우선은 몸 챙기는게 먼저니까 당장 취업보다는 운동하고 힐링하시면서 몸과 마음부터 먼저 챙기시길 추천할께요! 오늘도 화이팅 입니다 :D,,,,
