연번,제목,날짜,글 내용,댓글 내용
109,pc 견적 좀 봐주세요,2024.06.25 18:17,"pc견적 좀 봐주세요! 주로 하는 게임은 테일즈런너, 마인크래프트입니다. 그 외에는 컴퓨터 사양에 맞춰서 게임했던 편이라 저사양 게임 주로 하구요.. 배그 옵치 로아 같은 고사앙 게임은 일절 하지 않는데, 견적 문의 맡겼더니 주신 견적이 딱 저렇게인데 제가 컴알못이라 견적 괜찮은가요? 여러 사람의 의견이 궁금해서 한 번 올려봅니당. 예산은 60만원 정도라 60만원으로 문의 드렸습니다. pc","부품 구성에 일부 우려되는 내용이 있네요 ㅠㅠ ssd의 경우에 속도저하 이슈가 있습니다 ㅠㅠ 예산을 조금 더 늘려주시어 안정적으로 구성을 해주시면 좋을 것 같은데요! 최대 예산이 어떻게 되실까요? || 안녕하세요, 신뢰을 조립하는 컴퓨티파이입니다! 고민 중이신 견적 확인하였습니다. 예산 내에서 5600 + RX 580 구성으로 견적 남겨드립니다! 사용하시려는 용도에는 적당한 가격의 구성 같습니다!~ 추가적으로 궁금하신 점이 있으시다면 카카오톡으로 상담 신청해주세요~ 이미지 카테고리 상품명 수량 가격 합계"
110,200전후 전역컴 질문드립니다~,2024.06.25 17:53,"9월 전역 예정이고 예산은 본체만 200전후 생각중입니다. 주로 하는게임은 스팀게임,롤,타르코프 등 하고 컴린이라 램 오버,조립 등 잘 모릅니다ㅜ",안녕하세요 퀘이사존 공식후원사 피씨팩토리입니다. 견적서 및 답변내용은 v 펼치기를 통해 확인할 수 있습니다. ----------------------- 답변내용 ------------------------ * 본체만 200만원대 구성이 맞으실까요? FHD 해상도로 구성을 하시는거라면 7500F + RTX 4060 TI OR 4070 SUPER 정도로 구성을 해주시면 충분히 쾌적하게 플레이가 가능합니다 ^^ 다른 궁금하신 점은 아래 실시간 카카오톡 상담을 통해 진행하시면 빠른 상담이 가능하고 || 사용 예정이신 모니터의 해상도와 주사율이 어떻게 되실까요? 잘 모르신다면 모델명으로 말씀해주세요! 제가 찾아볼게용~
111,안녕하세요 새 SSD 추가 설치 관련 질문있습니다!,2024.06.25 17:41,용량이 너무 부족해 오늘 새로운 SSD를 구매했습니다. 새로 산게 용량이 커서 여기에 윈도우를 깔려고 하는데 새로 산 SSD를 조립하고 윈도우를 설치하고 컴퓨터를 부팅하면 문제가 생기나요?? 원래 있던 SSD에서 어떻게 윈도으ㅡ를 지워야 할 지 모르겠습니다..,윈도우 설치 USB로 부팅한 상황에서도 초기화가 가능합니다~ || 기존 SSD를 잠시 분리하고 새 SSD에 설치 후에 부팅 한 번만 하세요. 그 뒤에 기존 SSD 다시 연결하고 포맷하면...
112,40만원대 조립식 pc 급합니다 형님들 ㅜㅜ,2024.06.25 17:13,"안녕하십니까 형님들 !! 컴알못입니다 형님들 도움이 필요합니다 !! 40만원대로 조립식 pc 견적이 필요합니다ㅜ 지금 컴퓨터가 너무 옛날꺼라 폭파 직전이라 빠른구매원합니다 !!!!!!!!!!!!!!!!!!! 일단 하고있는게임은 피파/스타크래프트 두개만합니다, 그리고 포토샵으로 작은 작업정도하고있습니다. 친구말로는 모니터는 좋은데 본체가 구려서 모니터가 못받쳐주고있다고 그랬습니다.....엉엉",안녕하세요 퀘이사존 공식후원사 피씨팩토리입니다. 견적서 및 답변내용은 v 펼치기를 통해 확인할 수 있습니다. ----------------------- 답변내용 ------------------------ * AMD 라이젠 5600G 내장 그래픽으로 사용해주셔도 좋을 듯 합니다 하지만 40만원 언더 구성은 아니라서 초과됩니다 ㅠ 다른 궁금하신 점은 아래 실시간 카카오톡 상담을 통해 진행하시면 빠른 상담이 가능하고 구매나 부품 수정을 원할 경우 빨간색 구매하기 버튼을 통해 진행 가능합니다. || 사용하시는 모니터의 모델명이 어떻게 되실까요?
113,사무용 컴퓨터 견적 고민,2024.06.25 17:04,부모님 가게에 오로지 검색 용도로 쓸 컴퓨터를 당근에서 구해보려고하는데 둘중 그나마 어느게 나은지 알려주실수있을까요? 그래픽작업 1도 하지않습니다! 두개 다 가격은 9만원입니다.,저렴하기는 한데 PC 자체가 오래된 PC인 것 같습니다 ㅠㅠ 가능하시다면 예산을 조금 투자하여 새제품으로 구성해주시는 것이 좋을 것 같습니다! || 저렴하기는 한데 PC 자체가 오래된 PC인 것 같습니다 ㅠㅠ 가능하시다면 예산을 조금 투자하여 새제품으로 구성해주시는 것이 좋을 것 같습니다!
114,게이밍용 컴퓨터 악세사리,2024.06.25 17:01,헤드셋 스피커 마우스 키보드를 구매하려는데 저렴하고 게이밍용으로 쓸만한 것 들 추천 받을 수 있을까요..!?,"헤드셋은 저렴한 제품을 구입하시는 USB형식의 헤드셋이라면 모두 비슷하실거라 착용하시기에 편한 것을 위주로 구입해주시면 될 것 같습니다! 스피커는 해외직구로 에디파이어 MR4 정도로 구입해주시면 좋을 것 같습니다! 키보드는 COX CK87이 게이트론 축을 사용해 해당 가격대에서 가성비가 좋을 것 같습니다! 마우스는 그립방법, 손크기에 따라서 호불호가 많이 갈리는데 그나마 가장 덜 갈리는 것이 PC방에서 자주 사용하는 G102일 것 같은데요! G102의 무선버전 G304를 추천드립니다! || To. user_973090 님 안녕하세요. 주변기기는 다음과 같이 구성하시는 편을 추천드립니다 From. 퀘이사존 공식 후원사 팜피씨샵 견적에 대해 궁금하신 점과 부품 변경을 원하시면 아래 카카오톡으로 채팅 남겨주세요! https://pf.kakao.com/_epfZb"
115,유튜브 및 기타 잡무등등용pc 견적 고견부탁드립니다,2024.06.25 16:56,"[INTEL] 코어 i5-14400 정품박스 (랩터레이크 리프레시/2.5GHz/20MB/쿨러 포함) 판매가격 316,000 1 미니타워 [DAVEN] V200 BLACK (미니타워) 판매가격 18,900 1 인텔 소켓 1700 [MSI] PRO H610M-E DDR4 (인텔H610/M-ATX) 판매가격 89,000 1 PC용 [삼성전자] 삼성 DDR4 PC4-25600 [8GB] (3200) 판매가격 46,000 2 M.2 (NVMe) [SK hynix] Gold P31 M.2 NVMe 2280 [500GB TLC] 판매가격 79,000 1 ATX [맥스엘리트] MAXWELL PRIMO 500W 80PLUS STANDARD 플랫 (벌크) (ATX/500W) 판매가격 44,000 유튜브 즐겨보시는분 사드리려고하는데 파워 괜찮나요? (60초반견적이구요 여기서 한 50만원 더써도 괜찮긴합니다.)","영상시청 이외에 다른 용도가 있으실까요? || 단순히 영상시청이나 사무용이라면 5600g 내장그래픽으로 구성하셔도 충분합니다. 최신 사양으로 본다면 8700g 기반으로 보시는 편이 좋을 거 같구요. 미니샵 견적달인 coke_bear 님의 견적입니다. LV. 13020 118 구매 2 0 리뷰 8055 73 견적 422 3 후기 번호 분류 상품명 수량 현금가 카드가 1 CPU AMD 라이젠5-4세대 5600G (세잔) (멀티팩) 1 165,220원 171,180원 2 메인보드 ASRock B450M-HDV R4.0 대원씨티에스 1 67,520원 71,160원 3 메모리 마이크론 Crucial DDR4-3200 CL22 대원씨티에스 (8GB) 2 44,800원 46,320원"
116,게임용 견적 부탁드립니다.,2024.06.25 16:43,"200~230으로 게임용 견적 부탁드립니다. 모니터 2대로 한쪽은 게임 한쪽은 영상보면서 사용합니다. Fhd모니터에 게임은 사이버펑크, 호그와트레거시 같은 스팀겜과 로아, 파판14같은 온라인 게임 주로합니다. Fps게임은 안합니다. 책상 밑에 두고 사용해서 외형은 보지도 않습니다. 견적 부탁 드리겠습니다.","언급하신 사용 용도 외에 다른 용도는 없으신 걸까요? 사실상 해당 금액대라면 아주 조~~~금만 더 초과하셔서 7800X3D + RTX 4070 Ti SUPER 기준으로 구성하시는 편을 추천드립니다. 견적에 대해 궁금하신 점과 부품 변경을 원하시면 아래 카카오톡으로 채팅 남겨주세요! http://pf.kakao.com/_epfZb/chat || 게이밍 종결 cpu인 7800x 3d에 4070 super 까지는 구성 가능한 예산입니다. 250 정도까지 가능하시다면 4070 ti super 까지 구성 가능합니다. 현재 구성으로도 fhd 해상도에서는 모든 게임 풀옵션 하고도 남는 성능입니다. 미니샵 견적달인 coke_bear 님의 견적입니다. LV. 13020 118 구매 2 0 리뷰 8055 73 견적 422 3 후기 번호 분류 상품명 수량 현금가 카드가 1 CPU AMD 라이젠7-5세대 7800X3D (라파엘) (멀티팩(정품)) 1 520,000원 548,700원 2 메인보드 ASRock B650M Pro RS 대원씨티에스 1 170,000원 180,100원 3 메모리 마이크론 Crucial DDR5-5600 CL46 (16GB) 2 109,820원 113,600원"
117,사무용 컴퓨터 견적 괜찮은가요?,2024.06.25 16:40,"용도 - 사무용, 가끔 영상 편집 예산 - 50만원대 오래 쓸 생각으로 업그레이드까지 염두에 두고 선택했는데 괜찮은가요? 과한 부분 있다면 칼질 부탁드립니다. MSI B550M PRO-VDH WIFI 메인보드가 과한가 싶어서 MSI A520M-A PRO와 비교중인데 뭐가 나을까요","영상편집까지 고려하면 내장그래픽으로 퀵싱크 활용이 가능한 12400으로 구성하셔도 좋을 것 같습니다. 미니샵 견적달인 coke_bear 님의 견적입니다. LV. 13020 118 구매 2 0 리뷰 8055 73 견적 422 3 후기 번호 분류 상품명 수량 현금가 카드가 1 CPU 인텔 코어i5-12세대 12400 (엘더레이크)(벌크) 1 166,340원 170,380원 2 메인보드 ASRock B760M PG LIGHTNING/D4 에즈윈 1 140,030원 144,860원 3 메모리 마이크론 Crucial DDR4-3200 CL22 대원씨티에스 (8GB) 2 44,300원 46,320원 || 안녕하세요 퀘이사존 공식후원사 피씨팩토리입니다. 견적서 및 답변내용은 v 펼치기를 통해 확인할 수 있습니다. ----------------------- 답변내용 ------------------------ * 일반적인 사무용 견적이라면 현재 구성도 호환성 문제없습니다 ^^ 그대로 구매 하셔도 좋을 듯 합니다 ^^ 가격대를 조금 내리신다면 메인보드 제품은 A520 보드로 구성을 해주셔도 좋은 견적입니다 다른 궁금하신 점은 아래 실시간 카카오톡 상담을 통해 진행하시면 빠른 상담이 가능하고"
118,그래픽 카드 교체후 윈도우 진입 문제,2024.06.25 16:25,안녕하세요 바쁘신 와중에 답변해주시면 감사드리겠습니다 너무 답답해서 물어보게 되었습니다 AMD 3700X 에 보드는 B350 플러스 쓰는데요 그래픽 카드 7800xt 쓸려고 파워랑 같이 교체하게 되었는데요 7800xt 로 부팅하면 5번에 한번은되고 지금은 아예 안됩니다 (바이오스 화면은 나오고 윈도우는 안나옴) 이전 그래픽 카드 달면 바로 되구요 이전 그래픽 카드 달고 ddu 랑 amd 언인스톨로 하고 했는데요 안됩니다 보드 바이오스 칩셋 업데이트 해야할까요 혹시 호환이 안되는 카드 인가요 ? 몇년만에 나름 비싼거 질렀는데 답답하네요 ㅠㅠ,"호환이 안되지는 않을 것 같습니다. 바이오스 업데이트, 칩셋 드라이버 업데이트등을 한번 해주시고 그 이후에도 안되신다면 AS를 보내보셔야할 것 같네요. || 호환이 안되지는 않을 것 같습니다. 바이오스 업데이트, 칩셋 드라이버 업데이트등을 한번 해주시고 그 이후에도 안되신다면 AS를 보내보셔야할 것 같네요."
119,배그 ㄹㅇ 쾌-적 풀옵 돌리고 싶습니다.,2024.06.25 15:49,"목표? 용도?는 제목대로 배그 풀옵 빵빵쓰 돌리고 싶어요. 중고거래는 조금 두렵기도 하고, 어렵기도 합니다. 모니터는 QHD 144Hz 로 맞추려고 합니다. 예산은 200까지는 가능합니다. 포토샵하고 영상작업 하기는 하는데, 전문적인 수준까지는 아니에요. 2대 맞출 거구요. 일단 주위에 물어보면서 이 정도로 맞춰봤는데 어떨까요?",PC에 사용할 예산이 어느정도인지 짚어주셔야 정확한 안내가 가능하다보니 괜찮으시다면 예산이 어느정도인지 짚어주시겠어요? 답글에 남겨주시거나 게시글을 수정해주시면 확인 후 그에 맞게 견적서 구성 도와드리겠습니다! 언급하신 사용 용도 외 다른 용도는 없으신걸까요? 견적에 대해 궁금하신 점과 부품 변경을 원하시면 아래 카카오톡으로 채팅 남겨주세요! https://pf.kakao.com/_epfZb || QHD해상도에서 원활하게 하신다면 그래픽카드를 RTX4070TI SUPER 정도로 봐주시면 좋을 것 같습니다! 그렇게 구성을 해주신다면 고려중이신 예산으로 구성이 어렵습니다 ㅠㅠ 옵션타협을 조금 해주신다면 RTX4070SUPER 정도로 타협이 가능할 것 같은데요! 구매링크 << 이 부분을 클릭 해주시면 견적 페이지로 이동됩니다! --------------------
120,PC견적 문의 드려요,2024.06.25 15:49,친구 대신 올립니다 (_ _) 본체 견적 +-200만원 온리 게임을 위함 멀티태스킹 그런거 필요없음 성의없게 질문드리는점 죄송합니다 진짜 원하는게 저게 다래요.. -_-,안녕하세요 퀘이사존 공식후원사 피씨팩토리입니다. 견적서 및 답변내용은 v 펼치기를 통해 확인할 수 있습니다. ----------------------- 답변내용 ------------------------ * 200만원대 구성이라면 FHD해상도 고주사율 기준으로 AMD 라이젠 7800X3D + 라데온 RX 7800 XT 로 구성이 가능합니다 ^^ 다른 궁금하신 점은 아래 실시간 카카오톡 상담을 통해 진행하시면 빠른 상담이 가능하고 구매나 부품 수정을 원할 경우 빨간색 구매하기 버튼을 통해 진행 가능합니다. || 어떤 게임을 주로 하실까요?
121,노말 캐릭터 모델링용컴 견적 부탁드립니다!,2024.06.25 15:44,"밑에 글을 작성했는데 잘못 말씀드린 부분이 있어서 다시 씁니다!(혼란을 드려 죄송합니다…) 예산은330정도로 생각중이고(좀 더 추가되도 됩니다) 모니터와 키보드 마우스값도 같이 포함시켜 주세요..(윈도우는 책정안하셔도 됩니다) 용도는 실사 캐릭터제작용이고 사용 프로그램은 3d맥스, 언리얼5, 섭스탄스 페인터, 마모셋, 지브러쉬이고 추가적으로 마블러스 디자이너등을 사용할 예정입니다. 목적은 포트폴리오를 만드는데있어 쾌적하게 사용할려는 목적입니다.(게임용은 아닙니다) 추가적으로 이 예산으로 포폴용을 만드는데 무리가 없을지도 여쭤봅니다 감사합니다:)",언급하신 사용 용도 외 다른 용도는 없으신걸까요? 견적에 대해 궁금하신 점과 부품 변경을 원하시면 아래 카카오톡으로 채팅 남겨주세요! https://pf.kakao.com/_epfZb || 안녕하세요 퀘이사존 공식후원사 피씨팩토리입니다. 견적서 및 답변내용은 v 펼치기를 통해 확인할 수 있습니다. ----------------------- 답변내용 ------------------------ * 게임용이 아니라면 마우스와 키보드 제품은 로지텍 COMBO 제품으로 충분해 보이며 디자인 업무 이시기에 어느정도 색재현율이 높은 모니터 제품으로 구성을 해드렸습니다 ^^ AMD 라이젠 7950X + RTX 4070 TI SUPER 로 구성을 추천드립니다 ^^ 다른 궁금하신 점은 아래 실시간 카카오톡 상담을 통해 진행하시면 빠른 상담이 가능하고 구매나 부품 수정을 원할 경우 빨간색 구매하기 버튼을 통해 진행 가능합니다.
