연번,제목,날짜,글 내용,댓글 내용
327,"건축학과 데스크탑 견적(300안쪽)확인, 추천 부탁 드립니다.",2024.06.30 21:11,"안녕하세요 현재 건축학과 4학년 재학 중인 학생입니다. (주로 쓰는 프로그램은 캐드, 포토샵, 3d모델링 프로그램, 3d 랜더링 프로그램, 라이노 그래스호퍼를 주로 사용합니다.) 데스크탑을 새로 맞추려고 견적을 짜려고 하는데 300 안쪽으로 맞추려고 합니다. cpu는 i7-14세대 14700k 제품 생각하고 있고, 메모리는 DDR5 32GB 두 개, 그래픽카드는 RTX 4070 Ti SUPER를 생각하고 있고 나머지는 정확한 지식을 알지 못한 채로 일단 짜보았는데요 괜찮을까요? 다른 추천 견적이 있으면 추천 부탁드립니다.","안녕하세요, 신뢰을 조립하는 컴퓨티파이 입니다! 고민 중이신 견적 확인하였습니다. 컴퓨터를 정말 좋아해서 모인 컴퓨티파이답게 내가 집에서 사용할 피씨 조립한다는 생각으로 하나씩 조립해가고 있습니다 고려 중이신 예산으로 사용 용도를 견적을 구성하였습니다. 고민 해보시구 언제든 카톡 주시면 친절하게 안내 드리겠습니다! 인텔 I7 """" 14700K + RTX 4070 Ti SUPER """" 구성 입니다 이미지 카테고리 상품명 수량 가격 합계 AMD 라이젠 7900X + RTX 4070 Ti SUPER """" 구성 입니다 || 안녕하세요, 신뢰을 조립하는 컴퓨티파이 입니다! 고민 중이신 견적 확인하였습니다. 컴퓨터를 정말 좋아해서 모인 컴퓨티파이답게 내가 집에서 사용할 피씨 조립한다는 생각으로 하나씩 조립해가고 있습니다 고려 중이신 예산으로 사용 용도를 견적을 구성하였습니다. 고민 해보시구 언제든 카톡 주시면 친절하게 안내 드리겠습니다! 인텔 I7 """" 14700K + RTX 4070 Ti SUPER """" 구성 입니다 이미지 카테고리 상품명 수량 가격 합계 AMD 라이젠 7900X + RTX 4070 Ti SUPER """" 구성 입니다"
328,5800X 충동 구매,2024.06.30 21:10,안녕하세요.. 특가로 뜬 5800X 16만원에 구매해버렸습니다. 현재 3600 + 팔라딘400 + B450M + 1660super + 500W 를 사용하고있습니다. 아무것도 모르고 5800X 구매했는데 이게 발열도 심해서 쿨러도 바꿔줘야하더라구요. 제 컴퓨터 스펙에 어떻게 써먹을 방법이 없을까 생각해보다 질문올려봅니다. 여러분이라면 그냥 사용하시나요? 아니면 그냥 중고로 처분하는게 좋을까요??,어디에 특가가 떴나요? 축하합니다! 행운 포인트 10점을 획득하였습니다. || @scubaman 11마존에서 올라왔는데 지금은 끝났어요
329,라이젠 5600에 rtx2060 슈퍼 기쿨로 충분할까요?,2024.06.30 20:52,기쿨로 충분할까요?,"기쿨로는 cpu 성능이 다 나오지 않을 겁니다. 소음도 많구요 사제 공랭 쿨러 사용을 권합니다. 2만원 정도하는 120mm , 4 히트 파이프 싱글 타워 쿨러 정도는 사용해 주세요."
330,게임방송 동시송출 원컴 견적 질문드립니다,2024.06.30 20:52,게임하면서 원컴으로 3사 동시송출 하려고 하는데요 게임은 보통 GTA5 엘든링 팰월드 디아블로4 원신등등 합니다 모니터 제외 본체만 살려고하고 예산은 대략 270~280정도 생각중인데 렉없이 스무스하게 게임과 실시간 방송까지 하려면 원컴 세팅을 어떻게 해야 될까요? 특히 쿨러는 공냉 수냉 이렇게 2가지 종류가 있던데 뭐가 좋을지 고민됩니다 완전 컴맹이라 모쪼록 바른길로 인도 부탁드립니다,"안녕하세요, 신뢰을 조립하는 컴퓨티파이 입니다! 고민 중이신 견적 확인하였습니다. 컴퓨터를 정말 좋아해서 모인 컴퓨티파이답게 내가 집에서 사용할 피씨 조립한다는 생각으로 하나씩 조립해가고 있습니다 고려 중이신 예산으로 사용 용도를 견적을 구성하였습니다. 고민 해보시구 언제든 카톡 주시면 친절하게 안내 드리겠습니다! AMD 라이젠 """" 7800X3D + RTX 4080 SUPER """" 구성 입니다 이미지 카테고리 상품명 수량 가격 합계 || 안녕하세요, 신뢰을 조립하는 컴퓨티파이 입니다! 고민 중이신 견적 확인하였습니다. 컴퓨터를 정말 좋아해서 모인 컴퓨티파이답게 내가 집에서 사용할 피씨 조립한다는 생각으로 하나씩 조립해가고 있습니다 고려 중이신 예산으로 사용 용도를 견적을 구성하였습니다. 고민 해보시구 언제든 카톡 주시면 친절하게 안내 드리겠습니다! AMD 라이젠 """" 7800X3D + RTX 4080 SUPER """" 구성 입니다 이미지 카테고리 상품명 수량 가격 합계"
331,듀얼 모니터 구성,2024.06.30 20:38,메인모니터 lg 울트라기어 27gp850 서브모니터 래안텍 ArkCell 27QAF65CE 로 구성하려 하는데 메인에 DP 서브에 HDMI 꽂을거 같습니다 둘다 QHD 144hz로 사용할건데 문제없겠죠? 불편함이나 설정해야할게 있을까요?,hdmi 2.0이면 144까지 가능해요.
332,가성비 화이트톤 견적 확인 부탁드립니다,2024.06.30 20:36,,"안녕하세요, 신뢰을 조립하는 컴퓨티파이 입니다! 고민 중이신 견적 확인하였습니다. 컴퓨터를 정말 좋아해서 모인 컴퓨티파이답게 내가 집에서 사용할 피씨 조립한다는 생각으로 하나씩 조립해가고 있습니다 고려 중이신 예산으로 사용 용도를 견적을 구성하였습니다. 고민 해보시구 언제든 카톡 주시면 친절하게 안내 드리겠습니다! 이미지 카테고리 상품명 수량 가격 합계 CPU AMD 라이젠5-4세대 5600 (버미어) (멀티팩(정품)) 1 129,270원 129,270원 || 안녕하세요, 신뢰을 조립하는 컴퓨티파이 입니다! 고민 중이신 견적 확인하였습니다. 컴퓨터를 정말 좋아해서 모인 컴퓨티파이답게 내가 집에서 사용할 피씨 조립한다는 생각으로 하나씩 조립해가고 있습니다 고려 중이신 예산으로 사용 용도를 견적을 구성하였습니다. 고민 해보시구 언제든 카톡 주시면 친절하게 안내 드리겠습니다! 이미지 카테고리 상품명 수량 가격 합계 CPU AMD 라이젠5-4세대 5600 (버미어) (멀티팩(정품)) 1 129,270원 129,270원"
333,모니터 오디오 출력 문제 질문,2024.06.30 20:29,"집에서 사용할 데스크탑 맞추고 모니터도 하나 구매했는데, 모니터에서 소리가 안나옵니다. 유튜브 영상 같은거 재생하면 소리가 출력되는 것처럼 초록색 바가 출렁이는데 정작 소리가 안나와서 질문드립니다. 구매한 제품은 '크로스오버 오버파워 F27VG3 FHD 리얼 75 무결점' 이고, 현재 상태는 아래와 같습니다. 기본장치로 모니터가 연결이 되어있는데 스피커나 디지털 출력이 연결되지 않았다고 하는 것은 왜 그런지도 잘 모르겠습니다.",해당 제품 찾아보니 모니터 내장스피커 탑재가 안된걸로 나오네욤 || @자취하는 겜돌이 아하;; 혼자 쉐도우복싱 하고 있었네요..감사합니다!! 스피커 구매해서 써야겠습니다.
334,pc 견적 한 번만 봐주세요!,2024.06.30 20:22,혹시 부족하거나 문제되는 점 있을 까요?포토샵 작업할 예정입니다!,"안녕하세요, 신뢰을 조립하는 컴퓨티파이 입니다! 고민 중이신 견적 확인하였습니다. 컴퓨터를 정말 좋아해서 모인 컴퓨티파이답게 내가 집에서 사용할 피씨 조립한다는 생각으로 하나씩 조립해가고 있습니다 고려 중이신 예산으로 사용 용도를 견적을 구성하였습니다. 고민 해보시구 언제든 카톡 주시면 친절하게 안내 드리겠습니다! 이미지 카테고리 상품명 수량 가격 합계 CPU 인텔 코어i5-13세대 13400F (랩터레이크) (정품) 1 238,740원 238,740원 || 안녕하세요, 신뢰을 조립하는 컴퓨티파이 입니다! 고민 중이신 견적 확인하였습니다. 컴퓨터를 정말 좋아해서 모인 컴퓨티파이답게 내가 집에서 사용할 피씨 조립한다는 생각으로 하나씩 조립해가고 있습니다 고려 중이신 예산으로 사용 용도를 견적을 구성하였습니다. 고민 해보시구 언제든 카톡 주시면 친절하게 안내 드리겠습니다! 이미지 카테고리 상품명 수량 가격 합계 CPU 인텔 코어i5-13세대 13400F (랩터레이크) (정품) 1 238,740원 238,740원"
335,최종견적인데 문제되는 점 있는지 봐주세요!,2024.06.30 20:15,,"안녕하세요 퀘이사존 공식후원사 피씨팩토리입니다. 견적서 및 답변내용은 v 펼치기를 통해 확인할 수 있습니다. ----------------------- 답변내용 ------------------------ * 7950X3D 온도 부분을 고려하셨을때 수냉쿨러 구성으로 진행하시는 것을 추천드립니다 ^^ 다른 궁금하신 점은 아래 실시간 카카오톡 상담을 통해 진행하시면 빠른 상담이 가능하고 구매나 부품 수정을 원할 경우 빨간색 구매하기 버튼을 통해 진행 가능합니다. || 안녕하세요, 신뢰을 조립하는 컴퓨티파이 입니다! 고민 중이신 견적 확인하였습니다. 컴퓨터를 정말 좋아해서 모인 컴퓨티파이답게 내가 집에서 사용할 피씨 조립한다는 생각으로 하나씩 조립해가고 있습니다 고려 중이신 예산으로 사용 용도를 견적을 구성하였습니다. 고민 해보시구 언제든 카톡 주시면 친절하게 안내 드리겠습니다! 이미지 카테고리 상품명 수량 가격 합계 CPU AMD 라이젠9-5세대 7950X3D (라파엘) (멀티팩(정품)) 1 917,430원 917,430원"
336,웹툰 작업용 견적 문의드립니다,2024.06.30 20:09,"안녕하세요. 웹툰 작업할 때 별탈없이 원활히 돌아갈 수 있는 견적으로 찾고 있습니다. 신티크 프로24와 FHD 모니터 사용하고 있습니다. (모니터는 추후 UHD로 바꿀 계획이 있습니다) 클립 스튜디오, 스케치업(혹은 에이블러) 문제없이 돌아갔음 합니다. 게임은 하지 않습니다. 가격은 150~170 사이로 생각 중입니다. 케이스는 화이트였으면 좋겠어요. 잘 부탁드리겠습니다~!","안녕하세요 퀘이사존 공식후원사 피씨팩토리입니다. 견적서 및 답변내용은 v 펼치기를 통해 확인할 수 있습니다. ----------------------- 답변내용 ------------------------ * 회원님 요청사항 고려하여 PC 견적 구성하였습니다 ^^ 다른 궁금하신 점은 아래 실시간 카카오톡 상담을 통해 진행하시면 빠른 상담이 가능하고 구매나 부품 수정을 원할 경우 빨간색 구매하기 버튼을 통해 진행 가능합니다. || 안녕하세요, 신뢰을 조립하는 컴퓨티파이 입니다! 고민 중이신 견적 확인하였습니다. 컴퓨터를 정말 좋아해서 모인 컴퓨티파이답게 내가 집에서 사용할 피씨 조립한다는 생각으로 하나씩 조립해가고 있습니다 웹툰 작업용으로 포토샵 또는 일러, 클립 스튜디오 작업 후 스케치로 넘기면 메모리가 많이 사용하게 됩니다 메모리는 많으면 많을 수록 작업에는 원활하게 작업 능률이 상승 합니다 고려 중이신 예산으로 사용 용도를 견적을 구성하였습니다. 고민 해보시구 언제든 카톡 주시면 친절하게 안내 드리겠습니다! 인텔 I5 """" 14400F + RMA+ 64GB + RTX 4060 Ti """" 구성 입니다"
337,전역컴 견적 어떤가요,2024.06.30 20:02,,"고생 많으셨습니다 전역 축하 드려용 !!! 호환에는 문제 없는 구성 이네용 화이트 감성이라고 하기에는 쬐금 비싸네요 || 안녕하세요, 신뢰을 조립하는 컴퓨티파이 입니다! 고민 중이신 견적 확인하였습니다. 컴퓨터를 정말 좋아해서 모인 컴퓨티파이답게 내가 집에서 사용할 피씨 조립한다는 생각으로 하나씩 조립해가고 있습니다 고려 중이신 예산으로 사용 용도를 견적을 구성하였습니다. 고민 해보시구 언제든 카톡 주시면 친절하게 안내 드리겠습니다! 이미지 카테고리 상품명 수량 가격 합계 CPU AMD 라이젠7-5세대 7800X3D (라파엘) (멀티팩(정품)) 1 534,300원 534,300원"
338,모으고 모아서 최종적으로 짜봤습니다,2024.06.30 19:58,기존에 쓰고있는 삼성 SSD 3개는 새로 구매하는컴으로 이전할 예정이고 지금 금액에서 더 올리는건 어려울것 같네요 케이스는 강화유리 아닌것만 쓸려고 합니다 관리가 넘사벽이라.. 글카 권장 파워가 700w 이던데 지금 사용하고있는 외부usb 연결장치가 10개 좀 넘다보니 800w 파워로 될련지 좀 걱정되긴합니다 메모리는 지금쓰는 프로그램이 좀 무겁다보니 64gb로 가려고합니다,"안녕하세요, 신뢰을 조립하는 컴퓨티파이 입니다! 고민 중이신 견적 확인하였습니다. 컴퓨터를 정말 좋아해서 모인 컴퓨티파이답게 내가 집에서 사용할 피씨 조립한다는 생각으로 하나씩 조립해가고 있습니다 USB 장치 많이 사용하시면 USB 허브 전원 따로 전원 가는 제품 사용으로 안정적으로 사용하세요 고려 중이신 예산으로 사용 용도를 견적을 구성하였습니다. 고민 해보시구 언제든 카톡 주시면 친절하게 안내 드리겠습니다! 이미지 카테고리 상품명 수량 가격 합계 || 고려중이신 예산과 사용 용도를 기반으로 조립 서비스까지 포함하여 견적을 구성하였습니다. 이미지 구분 상품명 할인가 판매가 수량 합계 CPU AMD 라이젠5-5세대 7500F (라파엘) (멀티팩(정품)) 189,800원 196,300원 1 189,800원 196,300원 쿨러/튜닝 Thermalright Peerless Assassin 120 SE 서린 (NON RGB) 37,300원 38,600원 1 37,300원 38,600원"
339,완본체 비교좀 부탁드려요,2024.06.30 19:54,업글계획없음 주로 배그나 스팀게임 간간히합니다. 컴맹이라서 어렵네요... 1번은 쿠폰할인가 87만정도 2번은 쿠폰할인가 105만정도 가격차이가 어느정도 나는데 성능차이가 그렇게 큰가 궁금하네요 어떤게 괜찮을까요...?,생각 하고 계시는 예산 이라서 두번째 사양을 추천 드려요 ~ || 생각 하고 계시는 예산 이라서 두번째 사양을 추천 드려요 ~
340,컴퓨터 견적 이륙 가능할까요?,2024.06.30 19:47,cpu : i5-13600k (14600k)랑 별 차이 없다길래 조금 더 싼거 골랐습니다 쿨러 : 3rsys nanni se360 argb black 메인보드 : 박격포 MAG B760M II 메모리 : teamgroup ddr5 5600 elite 서린 16Gb x2 그래픽카드 : 갤럭시 지포스 4070ti super 케이스 : L600 quiet SSD : P.31 HDD : 도시바 HDD 2tb p300 sata 7200 256M,안녕하세요 퀘이사존 공식후원사 피씨팩토리입니다. 견적서 및 답변내용은 v 펼치기를 통해 확인할 수 있습니다. ----------------------- 답변내용 ------------------------ *게이밍 용도이신 경우 13600KF 기반 구성도 고려해보셔도 괜찮을 것으로 보입니다 ^^ 다른 궁금하신 점은 아래 실시간 카카오톡 상담을 통해 진행하시면 빠른 상담이 가능하고 구매나 부품 수정을 원할 경우 빨간색 구매하기 버튼을 통해 진행 가능합니다. || 고려중이신 예산과 사용 용도를 기반으로 조립 서비스까지 포함하여 견적을 구성하였습니다. 쿨러의 경우 XY QUIET 제품이 성능적인 측면에서 괜찮아서 해당 모델 추천드립니다 PCIe 3.0 기반인 P31 구성보단 성능 좋은 PCIe 4.0 기반인 SN850 구성 추천드립니다. 이미지 구분 상품명 할인가 판매가 수량 합계
