작성일,커뮤니티명,질문 제목,질문 내용,답변 1,답변 2,답변 3,답변 4,답변 5
2022.08.31 작성,사람인-자소서,성장 과정 이런 거 적어도 되나요?,저는 어렸을 때부터 약 20년 넘게 같은 곳에서만 여름 휴가를 보냈는데 이런 것도 성장 과정에 써도 되나요? 아 이걸로 뭘 써야 할지 막막하네요ㅠ,"안녕하세요, 커피쌤이에요옹~~! o( ' ^ ' )9 성장 과정 작성 하는 거 처음 써볼 때엔 정말 막막하죠옹,,, (그런 우리의 회원님을 위해 커피쌤 등장!) 성장 과정은 단순한 성장 스토리나 가족 소개서를 위한 항목이 아닌, [Worst] 야옹별 야옹시에 2남 1녀의 맏이로 태어나 자상한 부모님 아래에서 ....(X) ★지원자의 성격과 성향은 어떠한지, 지원한 분야에 필요한 역량을 키우기 위해 어떤 활동을 했는지에 대한 답변을 평가하고자하는 항목이에요옹! (즉, 당신은 회사가 원하는 인재상인가?) 고로 휴가는 기업 측에서 확인 하고자 하는 성장 과정 포인트에 부적합할 수 있을 것 같아요옹 ( T ^ T )","만약 QC 같은 정해진 업무에 지원하는데, 본인의 의지로 매번 같은 곳을 휴가지로 선정했고, 그 사유가 정해진 업무에 도움이 되는 스토리로 이끌어 갈 수 있으면 작성해도 괜찮을 듯 합니다. 단순히 같은 곳으로 휴가를 갔다가 아니라 업무와의 연계성을 고려해서 작성해야 합니다. 추가로 그 안에서 새로운 것들을 발견하게 된 점이나, 개선되어진 부분 등이 첨가되면 좋을듯 합니다. 휴가를 20년 넘게 같은 곳을 갔다는 건 굉장히 드문 일이고, 이런 자소서를 본적이 없어서 잘 풀어낸다면 신박할 듯 합니다.",에피소드로 접근하셔야해요! 본인이 지원하는 직무 관련 에피소드 1개를 잡고 녹이길 추천해요,성장 과정? 이런 부분이 있나요? 만약 있다면 성장 가정이 아니라 경력 사항이나 나의 강점에 대해 내용을 체우시길 바랍니다. 어디서 태어났고 무슨 취미가 있고 대학 생활은 어떠한지 이런거 아무 의미 없는 글쓰기입니다. 본인의 장점이 이거고 내 취미는 이건데 이걸 통해서 내가 어떤 성과를 얻었고 사회 생활을 잘한다는 지 그런걸로 쓰시길 바랍니다.,휴가는 좀 ㅎ
2022.08.27 작성,사람인-자소서,이력서 고등학교,이제 막 대학교 졸업한 취준생인데 이력서에 고등학교도 다들 기재하시는지 궁금합니다. 안하는것보다 하는게 나을까요 ??,초중고대학교 쭈르륵 다 쓰시면 됩니다 대부분 다 이렇게 쓰세요!,보통 다 고등학교부터 하지않나요~,고등학교졸업부터 기재합니다. 고등학교 졸업 대학교 졸업,,
2022.08.20 작성,사람인-자소서,이력서/ 자기소개서 질문,현재 디자인 직무를 희망하고 있는데 궁금한게 생겨서요... 사람인에서 이력서랑 자기소개서를 작성했는데 원하는 회사에 지원할 때마다 자기소개서를 바꿔서 지원해야하나요? 지원동기등등... 만약 그렇게 되면 이전에 지원했던 회사의 자소서도 바뀌게 되나요? 아니면 공통으로 한개의 원서로 지원해야 되나요? 이제 막 취준생이여서 아무것도 모릅니다.ㅜㅜㅜ 도와주세요,그리고 수정하더라도 이전 지원한 이력서는 바뀌지 않습니다 바뀌면 큰일나죠ㅎㅎㅎ 절대 안바뀌니 걱정 놉!,범용 이력서보다는 해당 회사에 맞춤으로 지원동기를 수정하여 작성하는 것이 합격 확률이 더 높습니다. 지원동기를 맞춤으로 수정하길 추천드려욥,한번 제출한 이력서 내용은 사람인 홈페이지에서 수정하더라도 바뀌지 않습니다 이력서 여러개 쓰실 수 있어요,표준적인 포멧을 하나 만들고 내용중 일부분을 지원회사에 맞게 내용을 살짝추가 하시면 됩니다. 가령 디자이너중에 java스크립트를 좀 다뤄본사람을 구하는것 같다면 본인의 java스크립트 개발경험을 추가하는겁니다. 그리고 구직자가 돋보이려면 포트폴리오를 만드는것입니다. 포트폴리오는 자신이 만든 이미지나 개발한 웹사이트 스크린샷을 pdf 파일로 만들어서 이력서에 첨부하는것이 좋습니다.,
2022.08.11 작성,사람인-자소서,이력서 다시 달라고해도 될까요,면접 보러 다니면서 이력서 폐기를 제대로 잘 안하는지 의문도 들고 하도 보다보니 개인정보 문제도 민감해지기 시작해서 면접 본 후 돌려달라해도 될지 싶네요... 제가 출력해서 가져가서 돌려달라는거 말고 회사에서 출력 후 면접을 보아도 제가 제 이력서를 달라해도될까요?,음...너무 까칠한 지원자로 낙인 찍힐수 있습니다. 일정기간 보관 후 폐기하니 너무 염려치 마세요!,전산으로 제출하신거 아닌가요? 개인정보 수집이용제공 동의서에 의해 보관후폐기할겁니다. 지원시 개인정보관련 관리잘되는곳을지원하세요.,,,
2022.08.10 작성,사람인-자소서,자소서,처음 취준하는데 자소서를 어떻게 써야 할지 모르겠어요 알바도 해본적도 없고 활동 한건 병원에서 한달 원무 현장 실습 한것 밖에 없는데 그런거 라도 풀어서 쓸까요? 처음 쓰다보니 막막하네요ㅠㅠ,병원 원무 현장 실습하면서 겪었던 일 중에서 지원하시는 직무에 적합한 것으로 골라서 키워드화 하고 그걸 중심으로 풀어나가시면 어떨까요? 자소서는 쓰신 뒤에 제 3자(취업해서 일하고 있는 선배나 친구 등)에게 보여주어서 피드백 받는 것도 좋구요~,,,,
2022.07.31 작성,사람인-자소서,자유양식 제출을 사람인 이력서pdf파일로 제출했습니다,제출할서류가 자유양식 자소서 이력서 증명서2개 인데 자유양식 자소서를 이력서 및 자소서가 포함된 사람인 pdf파일로 제출했는데 불이익 있을까요? 제출기한은 오늘까지고 혹시 오해하실까봐 내일 채용담당자분에게 말씀드리려합니다 ㅠㅠ,저는 100% 사람인꺼 pdf로 출력해서 제출합니다. 연락오는데는 연락오고 안 오는데는 안 옵니다. form에 큰 의미가 없습니다.,글쎄요.. 인사담당자가 열람할텐데.. 그냥 사람인꺼 가져다가 올렸구나~ 하지않을까요? 감히 우리회사 지원하는데 사람인꺼를 잘라서 올리지도않고 통째로 갖다붙였어!! 설마 이렇게 생각하겠어요ㅋㅋㅋ,,,
2022.07.25 작성,사람인-자소서,자소서 항목 없이 어떻게 쓰는 게 좋을까요?,집 근처 전공관련 회사는 아니지만 그래도 비슷한 계열의 회사에 내보고 싶은데 그냥 제가 해왔던 일들과 포부? 관련해서 작성하면 좋을까요?,지원동기 / 직무관련 경험 / 성격의 장단점 / 입사후 포부 이정도 항목 쓰시면 베스트 입니다 지원하는 회사 / 업종관련 어필 사항은 무조건 팍팍 쓰셔영,"제생각에는 항목은 별로 중요할것같지가않습니다. 적당히 대중적인 항목들 성장과정, 성격의장단점, 지원동기 등으로 구색 갖추시면될거같고 중요한건 그 안에 쓰여질 스토리가 아닐까 싶습니다. 지원하시는 직무나 회사 등과 연관성이 잘 나타나있기만하면 무난하지않을까요",,,
2022.07.24 작성,사람인-자소서,면접시 포트폴리오,제가 기획마케터 면접을 보게됬습니다 근데 아직 포트폴리오를 준비중인 상태이고 원래 저는 서비스 기획을 공부중이었거든요 근데 채용공고를 둘러보다가 가고싶은 회사가 생겼는데 채용시 마감이라는 말에 준비가 하나도 되지 않았지만 그냥 지원이나 해보자 싶어서 지원했는데 서류합격이라고 면접보러 오라고 하더라구요. 혹시 포트폴리오 있으시면 가져오라고 하셨는데 포트폴리오라고 할만한게 없어요.. 없으면 그냥 가면 되겠지만 노션에라도 공부중인 것들에 대해서 정리해갈까 싶기도 하고.. 의미가 없으려나 싶기도 합니다. 갑자기 찾아온 기회라 그냥 면접 연습간다 생각하고 가야겠다 싶지만 쥐뿔도 없는데 욕심나네요 ㅠㅠ 솔직하게 자소서에도 공부중인 상태고 경력도 없는 신입이라고 말하기도 했는데 제 생각엔 그 회사의 이념이나 마인드같은걸 좋게 보셔서 뽑으신건가 싶긴 합니다. 약간 뭐랄까.. 자소서를 괴짜같이 썼거든요..ㅋㅋㅋ 자기소개에 MBTI로 설명하고 입사 후 포부에도 '이런 결과물들을 만드는데 내가 팀원이었다면 정말 뿌듯했을 것 같다 그런 뿌듯함을 느끼기 위해 최선을 다하는게 계획입니다.' 이런식으로요.. 그래서 면접 가서도 자소서의 분위기를 이어가야할지도 고민입니다. 포트폴리오가 없지만 어떤걸 공부중인지 노션에 정리해서 태블릿으로 보여드리기라도 해야할지 없으면 없는데로 해야할지 고민입니다. -쓰다보니 너무 횡설수설하네요 ㅠㅠ,신입이라고 기재했음에도 불구하고 서류 합격을 시켰다면 그만한 이유가 있었을 거라고 믿어요옹~~! 밑져야 본전! 공부하고 계신 거랑 최대한 챙길 수 있는 자료들 끌어모아서 면접에서 어필 해보셔도 좋을 것 같다 생각이 들어요옹~~ㅎㅎ,오 신입인데 덜컥 합격하셨군요 시작이 아주 좋습니다. 본인이 배우고있는거 경험중 어필될 사항 그밖에 말하고 싶은 모든 것들을 시각적으로 어필하셔서 포폴로 삼으면 좋을것 같아요! 이미 생각정리는 다 되신것 같고 말씀하신 내용이 다 맞으니 지르세요~!! 좋은 결과가 벌써 보이네요,,,
2022.07.15 작성,사람인-자소서,조교 입사 자소서,이번에 대학교 조교 지원 하려고 하는데요 자소서를 어떻게 써야 할까요?ㅠㅠ 예전에 조교를 한적이 있는데 그때는 추천으로 들어간 거여서 자소서는 제출안했어서.. 어떻게 자소서를 써야 할지 잘 모르겠어요?,"조교로 활동 했던 이력 어필, 조교 활동 중, 처리했던 업무에는 무엇이 있었는지, 조교 활동 시에 도움 될 만한 본인의 강점 등에 대해 기술하면 좋을 거라 생각 되네요 :-)",,,,
2022.07.14 작성,사람인-자소서,자소서의 적당한 글자수는 몇자일까요?,이번에 지원생각하는곳 항목별 최대글자수가 5000이더라고요;;ㅎㅎ 역량기술서는 10000자고요;; 너무 많이적어도 읽는데만 오래걸리고 좋은건지 모르겠어서요.. 원래 6-800자정도 적었었는데 이정도도 괜찮을까요? ㅜㅜ,1000정도로 하셔도 상관없을 듯 합니다?,,,,
2022.07.06 작성,사람인-자소서,식품제조업 사무직,"의료관련쪽 전공을 나왔다가 전공으로 취업하기 싫어서 2년정도 공백기가 있다가 정신차리고 취업하려고 하는데 식품제조업 사무직으로 취업을 하고싶은데 관련 경험이 없는데 어떻게 자소서를 써야할까요? 정말 모르겠어서 여기에 마지막 희망을 붙잡고 올려보아요,,,","본인이 어떤 자격증을 취득 및 보유 함으로써, 해당 직군(회계 / 마케팅 / 영업 / 기획 등)에서 ~~한 부분에 기여할 수 있을 거라 생각한다고 어필하시면 어떨까요~~?",,,,
2022.07.05 작성,사람인-자소서,합격자발표후에 토익성적,오늘이 서류 합격자발표날인데 합격자들한텐 문자+이메일 간거 같더라구요ㅜㅜ근데 제이력서 보다가 토익만료가 아닌데 날짜를 잘못써서 만료되서 점수가 없는거처럼 보였을거같아요ㅠㅠ(외국어가 중요한 부분인 직무라..)혹시 불합격했다고 연락 못받았는데 밑져야 본전으로 전화해봐도 될까요?ㅜㅜ(해당직무 경력도 6년있습니다ㅜㅜ),엇...토익이 없는것이 합격 여부 당락에는 큰 영향이 없을것 같습니다 ㅠ 자소서 면접으로 이미 합불이 정해진 상태라... 다음에 같은 실수 반복하지 않는걸 교훈으로 삼으시고 더 좋은곳 가야지! 생각하시는게 더 좋을것 같아요!,,,,
2022.06.21 작성,사람인-자소서,펑,펑,그리고 몇달 안한곳은 그냥 아르바이트로 적으셔요 어차피 아르바이트라고 생각될거니까요,요즘 다른경력이라도 공백은 안됩니다 국민연금 취득상실여부확인하면 다 알게되요 이직할 때 전회사 사정을 잘 생각해보시고 경영악화였다면 경영악화 적어서 내시든지 정규직전화전 계약기간이었다면 계약만료라고 적으셔요 전 6개월일했던곳은 6개월이 계약직 후 정규직전화이라 6개월딱맞아서 6개월 계약만료 적어버렸어요 전회사는 라인소멸이라 라인소멸이라고 적었고요,,,
2022.06.06 작성,사람인-자소서,이력서+자기소개서를 쓸 때 직무에 맞게 쓰는 겁니까?,"전국에서 계속 입사지원 중인데, 연락 오는곳이 없어 불안합니다. 원래 이력서 열람 후 며칠만에 연락이 오는지 궁금합니다. 혹시, 스펙이나 지원동기 문제라던지 아니면 본가 주소지 때문에 탈락시키는거 아니죠? 해결부탁합니다.",걍 10일 정도 지나도 연락 없으면 무응답이 응답이겠거니~~ 하고 패쓰하시는게 좋습니다.,본인이 왜 이 직무에 적합한지 왜 이 직무에 지원했는지는 필수이며 기본스펙도 보고 이력서 사진도 좀 밝은걸로 바꾸셨으면,연락오는 기간이야 다 다르겠지만 저는 보통 1~2주 정도가 최대라고 생각해요 ㅠ,,
2022.06.05 작성,사람인-자소서,온라인 입사지원 자소서 다들 쓰시나요?,보통 사람인 온라인 입사지원을 하는 곳에는 자기소개서 자사 양식이 없네요. 다들 자기소개서 항목 만들어서 쓰시나요??,넹 본인이 자유롭게 구성해서 지원하심 됩니다,전 성장배경/장단점/사회(직무)경험/입사후포부 이렇게 4가지 선택해서 작성했어요 이 4가지가 다른 자사양식에서도 주로 쓰이는 것들 이더라구요,"넹, 요즘에는 자유 양식이 많은 편이라, 아랫분이 말씀해주신 항목을 보통 추가해서 쓰지요","넹. 성격, 전공, 성장배경, 지원동기, 직무경험 및 직무능력, 입사후 포부 등등 자유롭게 카테고리를 만들어서 쓰심됩니다. 인터넷에서 자소서 양식 몇 개 찾아서 쓰셔도 좋구요.",
